#front|back
报|[bào] (=報告 bàogào) report, (=報紙 bàozhǐ) newspaper, (=電報 diànbào) telegram
立|[lì] stand, erect, vertical; 建立 jiànlì establish; 立刻 lìkè right away; 立方體 lìfāngtǐ cube
马|[mǎ] horse; 馬上 mǎshàng right away 馬馬虎虎 mǎmahūhū careless, casual<br /><br />{Compare with 烏 wū crow}
命|[mìng] (=生命 shēngmìng) life, fate, destiny; 命令 mìnglìng command; 革命 gémìng revolution
张|[zhāng] spread, sheet of paper, {classifier for surfaces, tables, postcards, etc.}>; 緊張 jǐnzhāng tense, nervous
活|[huó] live, alive, living, vivid, save someone's life; 生活 shēnghuó life; 活動 huódòng activity
难|[nán] difficult<br /><br />[nàn] disaster
神|[shén] spirit, god; 精神 jīngshén spirit, mind, consciousness, essence
数|[shù] number, number, figure, fate, plan; 數學 shùxué math<br /><br />[shǔ] count, enumerate, list<br /><br />[shuò] frequently, repeatedly
件|[jiàn] item, correspondence, document, {classifier for articles and items}>; 條件 tiáojiàn term, condition
安|[ān] still, quiet; 安全 ānquán safe, secure; 安排 ānpái arrange, plan, fix up
表|[biǎo] show, list, table, form, meter, 錶 (wrist-)watch
原|[yuán] originally, simple, {family name}>; 原來 yuánlái original, formerly, as a matter of fact; 原因 yuányīn cause, reason
车|[chē] car, vehicle with wheels, {family name}><br /><br />[jū] (a piece in Chinese chess)<br /><br />{Compare with 東 dōng east}
白|[bái] white; 明白 míngbai understand, realize, clear, obvious; 白天 báitiān daytime; 白菜 báicài cabbage<br /><br />[bó] 李白 Lǐ Bó = Lǐ Bái<br /><br />{Compare with 自 zì self and 百 bǎi hundred}
应|[yīng] promise, answer, respond, {family name}>, (=應該 yīnggāi) should, ought to<br /><br />[yìng] 應用 yìngyòng apply
路|[lù] path, way, journey, distance, means, sequence, logic, sort, grade, class, {family name}>, (=道路 dàolù) road
期|[qī] phase, stage, {classifier for issues of periodicals}>, (=時期 shíqī) time period; 班期 bānqī schedule, time table; 星期 xīngqī week; 長期 chángqī long term<br /><br />[jī] anniversary
叫|[jiào] cry out, call; 叫做 jiàozuò be called, be known as
死|[sǐ] die, death
常|[cháng] often, constant, ordinary, {family name}>; 非常 fēicháng extremely
提|[tí] lift, raise, pick up, carry; 提高 tígāo improve; 提供 tígōng provide<br /><br />[dī] 提防 dīfang take precautions or be on guard against
感|[gǎn] (=感覺 gǎnjué) feel, (=感情 gǎnqíng) emotion
金|[jīn] (=金子 jīnzi) gold, (=金屬 jīnshǔ) metals in general
何|[hé] what?, where?, how?, {family name}>; 任何 rènhé any; 如何 rúhé how?; 幾何 jǐhé geometry
更|[gèng] more, still/even more, furthermore<br /><br />[gēng] replace, transform, night watch; (=更改 gēnggǎi) change, alter<br /><br />{Compare with 吏 lì official and 便 biàn convenient}
反|[fǎn] turn over, return, revolt, (=反對 fǎnduì) oppose, combat; 反映 fǎnyìng reflect<br /><br />[bǎn] 反反 bǎnbǎn proper, fitting<br /><br />{Compare with 友 yǒu friend}
合|[hé] close, shut, accord with, conform to, be equal to, together, jointly, {classifier for rounds}>, (=結合 jiéhé) combine; 合作 hézuò cooperate<br /><br />[gě] decilitre
放|[fàng] put, release, set free, give out, expand, blossom, bloom, lend (money) at interest; 解放 jiěfàng liberate, emancipate
做|[zuò] do, act, make, produce, write, compose, {slang}> to have sex; 叫做 jiàozuò be called, be known as; 做法 zuòfǎ method, way of doing<br /><br />{Sometimes replaceable with 作 zuò do}
系|[xì] series, department, faculty, (=系統 xìtǒng) system, 係 (=聯系 liánxì) integrate, relate to; 關系 guānxi concern, affect, matter, 係 tie, fasten, feel anxious, be concerned<br /><br />[jì] 係 tie, bind
计|[jì] (=計算 jìsuàn) count, calculate, plot, plan, {family name}>; 統計 tǒngjì statistics
